Season	Episode	AirDate	Viewers	Product	Deal	GotDeal	Asking	DealTerms	Sharks	Investors
1	1	2009-08-09	4.23	ava the elephant	YES	YES	$50,000 for 15%	$50,000 for 55%	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Barbara Corcoran
1	1	2009-08-09	4.23	college foxes packing boxes	NO	NO	$250,000 for 25%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
1	1	2009-08-09	4.23	ionic ear	NO	NO	$1,000,000 for 15%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
1	1	2009-08-09	4.23	mr. tod's pie factory	YES	YES	$460,000 for 10%	$460,000 for 50%	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Barbara Corcoran, Daymond John
1	1	2009-08-09	4.23	wispots	NO	NO	$1,200,000 for 10%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
1	2	2009-08-16	5.72	a perfect pear	YES	YES	$500,000 for 15%	$500,000 for 50%	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Kevin Harrington, Robert Herjavec
1	2	2009-08-16	5.72	classroom jams	YES	YES	$250,000 for 10%	$250,000 for 100%	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Kevin Harrington, Robert Herjavec, Kevin O'Leary, Daymond John, Barbara Corcoran
1	2	2009-08-16	5.72	crooked jaw	NO	NO	$200,000 for 20%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
1	2	2009-08-16	5.72	lifebelt	NO	NO	$500,000 for 10%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
1	2	2009-08-16	5.72	sticky note holder	NO	NO	$100,000 for 20%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
1	3	2009-08-23	5.61	50 state capitals deck	NO	NO	$155,000 for 10%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
1	3	2009-08-23	5.61	kwyzta chopstick art	NO	NO	$100,000 for 10%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
1	3	2009-08-23	5.61	stress free kids	YES	YES	$250,000 for 20%	$250,000 for 50%	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Barbara Corcoran
1	3	2009-08-23	5.61	turbobaster	YES	YES	$35,000 for 35%	$35,000 for 100%	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Kevin Harrington
1	3	2009-08-23	5.61	voyage air guitar	NO	NO	$500,000 for 5%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
1	4	2009-08-30	4.79	coffee brand gifts	NO	NO	$300,000 for 40%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
1	4	2009-08-30	4.79	coverplay	YES	YES	$350,000 for 15%	$350,000 for 40%	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Barbara Corcoran
1	4	2009-08-30	4.79	gift card rescue	YES	YES	$150,000 for 30%	$200,000 for 50%	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Robert Herjavec, Kevin O'Leary
1	4	2009-08-30	4.79	graffiti removal services	NO	NO	$350,000 for 15%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
1	4	2009-08-30	4.79	soul's calling	NO	NO	$150,000 for 25%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
1	5	2009-09-06	3.56	body jac	YES	YES	$180,000 for 20%	$180,000 for 50%	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Barbara Corcoran, Kevin Harrington
1	5	2009-09-06	3.56	face blok	NO	NO	$50,000 for 30%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
1	5	2009-09-06	3.56	good grief celebrations	NO	NO	$50,000 for 25%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
1	5	2009-09-06	3.56	granola gourmet	NO	NO	$175,000 for 25%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
1	5	2009-09-06	3.56	my therapy journal	YES	YES	$80,000 for 20%	$80,000 for 51%	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Robert Herjavec, Kevin O'Leary
1	6	2009-09-13	4.3	element bars	YES	YES	$150,000 for 15%	$150,000 for 30%	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Kevin Harrington
1	6	2009-09-13	4.3	kalyx	NO	NO	$125,000 for 20%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
1	6	2009-09-13	4.3	pork barrel bbq	YES	YES	$50,000 for 10%	$50,000 for 50%	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Barbara Corcoran
1	6	2009-09-13	4.3	the fizz	NO	NO	$150,000 for 25%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
1	6	2009-09-13	4.3	underease underwear	NO	NO	$55,000 for 25%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
1	7	2009-09-29	5.28	boogie box fitness	NO	NO	$700,000 for 70%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
1	7	2009-09-29	5.28	funhouse	NO	NO	$300,000 for 20%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
1	7	2009-09-29	5.28	grill charms	YES	YES	$50,000 for 25%	$50,000 for 25%	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Robert Herjavec
1	7	2009-09-29	5.28	soy-yer-dough	YES	YES	$125,000 for 25%	$300,000 for 51%	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Robert Herjavec, Kevin O'Leary, Daymond John
1	8	2009-10-06	5.15	notehall	YES	YES	$90,000 for 10%	$90,000 for 25%	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Barbara Corcoran
1	8	2009-10-06	5.15	throx	NO	NO	$50,000 for 25%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
1	8	2009-10-06	5.15	treasure chest pets	YES	YES	$150,000 for 20%	$150,000 for 60%	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Barbara Corcoran, Daymond John
1	8	2009-10-06	5.15	washed up hollywood	NO	NO	$500,000 for 25%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
1	9	2009-10-13	5.4	chill soda	YES	YES	$50,000 for 10%	$50,000 for 20%	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Barbara Corcoran
1	9	2009-10-13	5.4	cornucopia	NO	NO	$300,000 for 15%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
1	9	2009-10-13	5.4	gayla bentley fashion	YES	YES	$250,000 for 20%	$250,000 for 50%	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Barbara Corcoran, Daymond John
1	9	2009-10-13	5.4	virtusphere	NO	NO	$1,500,000 for 10%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
1	10	2009-10-20	5.92	jump forward	YES	YES	$150,000 for 10%	$150,000 for 50%	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Robert Herjavec, Kevin O'Leary
1	10	2009-10-20	5.92	mr. poncho	NO	NO	$50,000 for 25%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
1	10	2009-10-20	5.92	the bobble place	NO	NO	$75,000 for 18%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
1	10	2009-10-20	5.92	uroclub	YES	YES	$25,000 for 51%	$25,000 for 70%	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Kevin Harrington
1	11	2010-01-08	3.96	hells bells	YES	YES	$500,000 for 20%	$500,000 for 50%	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Daymond John
1	11	2010-01-08	3.96	ink flip	NO	NO	$150,000 for 20%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
1	11	2010-01-08	3.96	romp n' roll	NO	NO	$300,000 for 10%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
1	11	2010-01-08	3.96	the chef in black	YES	YES	$50,000 for 10%	$50,000 for 35%	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Barbara Corcoran
1	11	2010-01-08	3.96	the twister	NO	NO	NA	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
1	12	2010-01-15	4.44	grease monkey wipes	YES	YES	$40,000 for 40%	$40,000 for 40%	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Robert Herjavec, Barbara Corcoran
1	12	2010-01-15	4.44	podillow	NO	NO	$250,000 for 33%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
1	12	2010-01-15	4.44	the factionist	NO	NO	$30,000 for 20%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
1	12	2010-01-15	4.44	wee can shop	NO	NO	$200,000 for 30%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
1	13	2010-01-29	4.4	caffeindicator	YES	YES	$200,000 for 25%	$200,000 for 50%	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Kevin Harrington
1	13	2010-01-29	4.4	captain ice cream	NO	NO	$48,000 for 25%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
1	13	2010-01-29	4.4	legal grind	NO	NO	$200,000 for 15%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
1	13	2010-01-29	4.4	lipstix remix	YES	YES	$105,000 for 30%	$105,000 for 50%	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Kevin Harrington, Daymond John, Barbara Corcoran
1	14	2010-02-05	4.65	llama brew	NO	NO	$125,000 for 10%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
1	14	2010-02-05	4.65	nubrella	YES	YES	$200,000 for 25%	$200,000 for 51%	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Kevin Harrington, Daymond John
1	14	2010-02-05	4.65	pillars of slippers	NO	NO	$150,000 for 15%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
1	14	2010-02-05	4.65	qubits	YES	YES	$90,000 for 51%	$90,000 for 51%	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Daymond John
1	14	2010-02-05	4.65	send a ball	NO	NO	$86,000 for 20%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
2	1	2011-03-20	6.13	cbs foods	NO	NO	$200,000 for 25%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
2	1	2011-03-20	6.13	copa di vino	NO	NO	$600,000 for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
2	1	2011-03-20	6.13	tippi toes	YES	YES	$30,000 for 5%	$100,000 for 30%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Mark Cuban
2	1	2011-03-20	6.13	wurkin stiffs	YES	YES	$85,000 for 10%	$100,000 for 40%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Barbara Corcoran, Daymond John
2	2	2011-03-25	4.64	first defense nasal screen	YES	YES	$500,000 for 10%	$750,000 for 30%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Kevin O'Leary, Mark Cuban, Daymond John
2	2	2011-03-25	4.64	toygaroo	YES	YES	$100,000 for 10%	$200,000 for 40%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Kevin O'Leary, Mark Cuban
2	2	2011-03-25	4.64	vurtego	NO	NO	$500,000 for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
2	2	2011-03-25	4.64	wake n' bacon	NO	NO	$40,000 for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
2	3	2011-04-01	4.87	fitness stride	NO	NO	$140,000 for 15%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
2	3	2011-04-01	4.87	flipoutz	YES	YES	$100,000 for 20%	$100,000 for 33%	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Kevin O'Leary, Robert Herjavec, Daymond John
2	3	2011-04-01	4.87	mod mom furniture	YES	YES	$90,000 for 25%	$90,000 for 33%	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Robert Herjavec
2	3	2011-04-01	4.87	pure ayre	NO	NO	$150,000 for 10%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
2	4	2011-04-08	4.66	broccoli wad	YES	YES	$50,000 for 20%	$50,000 for 40%	Jeff Foxworthy, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Barbara Corcoran
2	4	2011-04-08	4.66	hillbilly brand	YES	YES	$50,000 for 25%	$75,000 for 100%	Jeff Foxworthy, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Jeff Foxworthy, Robert Herjavec, Daymond John
2	4	2011-04-08	4.66	ride-on carry-on	YES	YES	$50,000 for 25%	$50,000 for 25%	Jeff Foxworthy, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Barbara Corcoran
2	4	2011-04-08	4.66	uncle zip's beef jerky	NO	NO	$25,000 for 20%	NA	Jeff Foxworthy, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
2	5	2011-04-15	5.28	fridge fronts	YES	YES	$100,000 for 30%	$100,000 for 50%	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Kevin Harrington, Barbara Corcoran
2	5	2011-04-15	5.28	lightfilm	YES	YES	$100,000 for 5%	$100,000 for 70%	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Robert Herjavec, Daymond John
2	5	2011-04-15	5.28	new era brands	NO	NO	$500,000 for 30%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
2	5	2011-04-15	5.28	thin gloss	NO	NO	$80,000 for 20%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
2	6	2011-04-22	4.28	caddy swag	NO	NO	$60,000 for 20%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
2	6	2011-04-22	4.28	daisy cakes	YES	YES	$50,000 for 25%	$50,000 for 25%	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Barbara Corcoran
2	6	2011-04-22	4.28	hot mama gowns	NO	NO	$30,000 for 20%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
2	6	2011-04-22	4.28	sweep easy	YES	YES	$40,000 for 25%	$80,000 for 25%	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Kevin Harrington, Daymond John
2	7	2011-04-29	4.82	carsik bib	NO	NO	NA	NA	Jeff Foxworthy, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
2	7	2011-04-29	4.82	ecomowers	NO	NO	NA	NA	Jeff Foxworthy, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
2	7	2011-04-29	4.82	games2u	NO	NO	NA	NA	Jeff Foxworthy, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
2	7	2011-04-29	4.82	hydromax	YES	YES	NA	NA	Jeff Foxworthy, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
2	8	2011-05-06	4.45	hyconn	YES	YES	$500,000 for 40%	$1,250,000 for 100%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Mark Cuban
2	8	2011-05-06	4.45	man candle	NO	NO	$50,000 for 25%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
2	8	2011-05-06	4.45	origaudio	YES	YES	$150,000 for 15%	$150,000 for 15%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Robert Herjavec
2	8	2011-05-06	4.45	original runner company	NO	NO	$250,000 for 15%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
2	9	2011-05-13	4.99	aldo orta jewelry	YES	YES	$180,000 for 45%	$180,000 for 45%	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Kevin Harrington, Barbara Corcoran
2	9	2011-05-13	4.99	citikitty	YES	YES	$100,000 for 15%	$100,000 for 20%	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Kevin Harrington
2	9	2011-05-13	4.99	one sole	YES	YES	$500,000 for 20%	$500,000 for 35%	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Daymond John
2	9	2011-05-13	4.99	samson martin	NO	NO	$50,000 for 15%	NA	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
3	1	2012-01-20	6.25	business ghost	NO	NO	$200,000 for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
3	1	2012-01-20	6.25	ez vip	YES	YES	$150,000 for 15%	$150,000 for 30%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Daymond John, Mark Cuban
3	1	2012-01-20	6.25	my wonderful life	NO	NO	$100,000 for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
3	1	2012-01-20	6.25	the clean bottle	YES	YES	$60,000 for 5%	$60,000 for 8%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Mark Cuban
3	2	2012-01-27	5.44	i want to draw a cat for you	YES	YES	$10,000 for 25%	$25,000 for 33%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Mark Cuban
3	2	2012-01-27	5.44	invis-a-rack	NO	NO	$100,000 for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
3	2	2012-01-27	5.44	salespreneur	NO	NO	$90,000 for 40%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
3	2	2012-01-27	5.44	vegas magic show	NO	NO	$1,500,000 for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
3	3	2012-02-03	5.16	chord buddy	YES	YES	$125,000 for 10%	$175,000 for 20%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Robert Herjavec
3	3	2012-02-03	5.16	liquid money	NO	NO	$100,000 for 5%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
3	3	2012-02-03	5.16	tail lightz	NO	NO	$50,000 for 50%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
3	3	2012-02-03	5.16	you smell soap	YES	YES	$55,000 for 20%	$55,000 for 20%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Robert Herjavec
3	4	2012-02-10	5.89	puppy cake	NO	NO	$50,000 for 25%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
3	4	2012-02-10	5.89	show no	YES	YES	$50,000 for 25%	$75,000 for 25%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
3	4	2012-02-10	5.89	the swilt	NO	NO	$30,000 for 35%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
3	4	2012-02-10	5.89	wine balloon	YES	YES	$40,000 for 30%	$40,000 for 100%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner, Mark Cuban
3	5	2012-02-17	5.69	ledge pillow	NO	NO	$30,000 for 25%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
3	5	2012-02-17	5.69	m3 girl designs	YES	YES	$300,000 for 15%	$300,000 for 30%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner, Mark Cuban, Robert Herjavec
3	5	2012-02-17	5.69	talbott teas	YES	YES	$250,000 for 20%	$250,000 for 35%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Kevin O'Leary
3	5	2012-02-17	5.69	the last lid	YES	YES	$40,000 for 20%	$40,000 for 60%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Daymond John
3	6	2012-02-24	5.86	esso watches	NO	NO	$35,000 for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
3	6	2012-02-24	5.86	five minute furniture	NO	NO	$250,000 for 25%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
3	6	2012-02-24	5.86	readerest specsecure	YES	YES	$150,000  15%	$150,000  65%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
3	6	2012-02-24	5.86	the painted pretzel	YES	YES	$100,000 for 25%	$100,000 for 25%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Mark Cuban
3	7	2012-03-02	5.69	kisstixx	YES	YES	$200,000 for 20%	$200,000 for 40%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Mark Cuban
3	7	2012-03-02	5.69	technology enabled clothing	NO	NO	$500,000 for 15%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
3	7	2012-03-02	5.69	the heat helper	NO	NO	$100,000 for 50%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
3	7	2012-03-02	5.69	the smart baker	YES	YES	$75,000 for 25%	$75,000 for 40%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Barbara Corcoran
3	8	2012-03-09	5.11	litter	YES	YES	$80,000 for 51%	$80,000 for 70%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Mark Cuban, Daymond John
3	8	2012-03-09	5.11	nardo's natural	YES	YES	$75,000 for 12%	$75,000 for 50%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Barbara Corcoran
3	8	2012-03-09	5.11	rent-a-grandma	NO	NO	$150,000 for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
3	8	2012-03-09	5.11	the original profender	NO	NO	$75,000 for 15%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
3	9	2012-03-16	5.97	instant lifts	NO	NO	$100,000 for 25%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
3	9	2012-03-16	5.97	misomedia	YES	YES	$300,000 for 5%	$300,000 for 8%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Mark Cuban
3	9	2012-03-16	5.97	tower paddle boards	YES	YES	$150,000 for 10%	$150,000 for 30%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Mark Cuban
3	9	2012-03-16	5.97	vinamor	NO	NO	$75,000 for 30%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
3	10	2012-03-23	5.78	bark'em's to go	NO	NO	$100,000 for 51%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
3	10	2012-03-23	5.78	brewer's cow	NO	NO	$125,000 for 15%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
3	10	2012-03-23	5.78	gogo gear	YES	YES	$300,000 for 15%	$300,000 for 65%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Daymond John
3	10	2012-03-23	5.78	the ave venice	NO	NO	$125,000 for 15%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
3	11	2012-04-13	5.49	blondies cookies	NO	NO	$200,000 for 3%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
3	11	2012-04-13	5.49	copa di vino	NO	NO	$600,000 for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
3	11	2012-04-13	5.49	the sullivan generator	NO	NO	$1,000,000 for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
3	11	2012-04-13	5.49	viewsport	NO	NO	$500,000 for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
3	12	2012-04-27	5.42	debbie brooks handbags	NO	NO	$540,000 for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
3	12	2012-04-27	5.42	lollacup	YES	YES	$100,000 for 15%	$100,000 for 40%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Mark Cuban, Robert Herjavec
3	12	2012-04-27	5.42	nail pak	YES	YES	$50,000 for 20%	$50,000 for 40%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
